Id,CommunityThreadId,CoworkerId,CreatedOn,CustomFields,IsNew,LocalizationDetails,Message,MessageIndex,SystemId,ToStringText,UniqueId,UpdatedBy,UpdatedOn,UserId
1415904052,1416016582,,2026-08-24T16:49:35.8054016Z,,False,,"Yeah, I noticed that too — glad it's not just me.",1,,#1415904052,00eceb62-b4d9-4107-ae13-3ce2defd3d0d,Olena+e2@nexudus.com,2026-08-24T16:49:35.8054016Z,1418369047
1415904053,1416016582,,2026-08-24T16:49:36.6145826Z,,False,,Reception should be able to sort that out for you.,2,,#1415904053,fb549143-81ca-43ce-988a-df43220ab549,Olena+e2@nexudus.com,2026-08-24T16:49:36.6145826Z,1418369047
1415904054,1416016583,,2026-08-24T16:49:37.3718254Z,,False,,Reception should be able to sort that out for you.,3,,#1415904054,4dbcf51d-e3c1-422a-a768-3ad5214c9f33,Olena+e2@nexudus.com,2026-08-24T16:49:37.3718254Z,1418369047
1415904055,1416016583,,2026-08-24T16:49:38.3569527Z,,False,,"Following this thread, interested too.",4,,#1415904055,a0ff2f4f-adf9-4863-b642-a2a8b0692c53,Olena+e2@nexudus.com,2026-08-24T16:49:38.3569527Z,1418369047
1415904056,1416016583,,2026-08-24T16:49:39.0444291Z,,False,,Appreciate you flagging this.,5,,#1415904056,f001da6e-b8d1-4f30-9d8d-b0f17d99e57e,Olena+e2@nexudus.com,2026-08-24T16:49:39.0444291Z,1418369047
1415904153,1416016584,,2026-08-24T16:49:39.805599Z,,False,,"I had the same issue last week, still not fixed.",6,,#1415904153,ecb82b43-bb1f-4da4-af5e-79f7d74f3de2,Olena+e2@nexudus.com,2026-08-24T16:49:39.805599Z,1418369047
1415904057,1416016584,,2026-08-24T16:49:40.5457472Z,,False,,"Thanks, that's really helpful!",7,,#1415904057,88f0a1e2-22a8-4b69-9230-962962feb774,Olena+e2@nexudus.com,2026-08-24T16:49:40.5457472Z,1418369047
1415904058,1416016584,,2026-08-24T16:49:41.2957394Z,,False,,Reception should be able to sort that out for you.,8,,#1415904058,d1fce4ba-a4ca-4c11-8aa1-67eebcc35a0c,Olena+e2@nexudus.com,2026-08-24T16:49:41.2957394Z,1418369047
1415904154,1416016585,,2026-08-24T16:49:42.0101545Z,,False,,"I can help with this, sending you a message.",9,,#1415904154,ad018c6a-a152-478e-8051-e2bbe267d560,Olena+e2@nexudus.com,2026-08-24T16:49:42.0101545Z,1418369047
1415904155,1416016585,,2026-08-24T16:49:42.7913584Z,,False,,"I had the same issue last week, still not fixed.",10,,#1415904155,34bc000b-3910-424e-b44a-e923c1bd1250,Olena+e2@nexudus.com,2026-08-24T16:49:42.7913584Z,1418369047
1415904059,1416016585,,2026-08-24T16:49:43.5169806Z,,False,,"I had the same issue last week, still not fixed.",11,,#1415904059,fc8727ba-f398-42e2-a045-31d19c8f1080,Olena+e2@nexudus.com,2026-08-24T16:49:43.5169806Z,1418369047
1415904060,1416016585,,2026-08-24T16:49:44.2044749Z,,False,,Good shout — count me in.,12,,#1415904060,f6a11fbf-80b2-4f6c-a796-9fa2af0d7dca,Olena+e2@nexudus.com,2026-08-24T16:49:44.2044749Z,1418369047
1415904156,1416016586,,2026-08-24T16:49:44.886406Z,,False,,Appreciate you flagging this.,13,,#1415904156,63711598-7784-4ba5-8301-d581ba64cbc2,Olena+e2@nexudus.com,2026-08-24T16:49:44.886406Z,1418369047
1415904061,1416016586,,2026-08-24T16:49:45.6739587Z,,False,,"I can help with this, sending you a message.",14,,#1415904061,915e8fa2-bda5-481a-a3a2-0c4c276f0e42,Olena+e2@nexudus.com,2026-08-24T16:49:45.6739587Z,1418369047
1415904157,1416016586,,2026-08-24T16:49:46.3714326Z,,False,,"+1, would love to see this happen.",15,,#1415904157,c8826abc-4156-4342-9260-86e165925694,Olena+e2@nexudus.com,2026-08-24T16:49:46.3714326Z,1418369047
1415904062,1416016783,,2026-08-24T16:49:47.0191267Z,,False,,"Yeah, I noticed that too — glad it's not just me.",16,,#1415904062,63d85e88-5a61-4d29-b570-e22bc8daed3d,Olena+e2@nexudus.com,2026-08-24T16:49:47.0191267Z,1418369047
1415904158,1416016783,,2026-08-24T16:49:47.7159067Z,,False,,"Same here, has been going on for a few days.",17,,#1415904158,dfa36627-5a83-4b6d-be0b-68c66c770fd6,Olena+e2@nexudus.com,2026-08-24T16:49:47.7159067Z,1418369047
1415904159,1416016783,,2026-08-24T16:49:48.4197031Z,,False,,"Thanks, that's really helpful!",18,,#1415904159,33590c2d-de31-41b0-8588-e1f79d561a5a,Olena+e2@nexudus.com,2026-08-24T16:49:48.4197031Z,1418369047
1415904160,1416016784,,2026-08-24T16:49:49.1235175Z,,False,,"Thanks, that's really helpful!",19,,#1415904160,ca6f6058-c9dc-40f2-b84f-fade9d1fc6d8,Olena+e2@nexudus.com,2026-08-24T16:49:49.1235175Z,1418369047
1415904063,1416016784,,2026-08-24T16:49:49.801781Z,,False,,Appreciate you flagging this.,20,,#1415904063,5511ffb1-3bbc-4ad6-8d80-1ccd3a2b8c98,Olena+e2@nexudus.com,2026-08-24T16:49:49.801781Z,1418369047
1415904161,1416016784,,2026-08-24T16:49:50.5617092Z,,False,,"Same here, has been going on for a few days.",21,,#1415904161,84cd5846-ac6f-4404-89b5-a63df946fa43,Olena+e2@nexudus.com,2026-08-24T16:49:50.5617092Z,1418369047
1415904162,1416016784,,2026-08-24T16:49:51.3592876Z,,False,,"I can help with this, sending you a message.",22,,#1415904162,a660a56e-2d13-412d-ad05-82f5c804dcbf,Olena+e2@nexudus.com,2026-08-24T16:49:51.3592876Z,1418369047
1415904064,1416016587,,2026-08-24T16:49:52.1938599Z,,False,,"Yeah, I noticed that too — glad it's not just me.",23,,#1415904064,65893bcb-db95-46b7-b91f-3c7b7be9503e,Olena+e2@nexudus.com,2026-08-24T16:49:52.1938599Z,1418369047
1415904163,1416016587,,2026-08-24T16:49:52.9374228Z,,False,,Good shout — count me in.,24,,#1415904163,aa60a6e9-93f1-4752-ac4d-1e3e7379a91b,Olena+e2@nexudus.com,2026-08-24T16:49:52.9374228Z,1418369047
1415904065,1416016587,,2026-08-24T16:49:53.664672Z,,False,,"Same here, has been going on for a few days.",25,,#1415904065,8a908653-5fb3-4c9b-846a-c19867abed2a,Olena+e2@nexudus.com,2026-08-24T16:49:53.664672Z,1418369047
1415904066,1416016785,,2026-08-24T16:49:54.3677868Z,,False,,Appreciate you flagging this.,26,,#1415904066,5dcbe32c-730d-4d59-9584-5ea58581f9a0,Olena+e2@nexudus.com,2026-08-24T16:49:54.3677868Z,1418369047
1415904067,1416016785,,2026-08-24T16:49:55.07161Z,,False,,"Yeah, I noticed that too — glad it's not just me.",27,,#1415904067,8a787145-f756-46b1-885f-b32be765dd5c,Olena+e2@nexudus.com,2026-08-24T16:49:55.07161Z,1418369047
1415904164,1416016785,,2026-08-24T16:49:57.1062221Z,,False,,Reception should be able to sort that out for you.,28,,#1415904164,f24f5190-3458-4862-a4ab-040dbc4c2a15,Olena+e2@nexudus.com,2026-08-24T16:49:57.1062221Z,1418369047
1415904165,1416016786,,2026-08-24T16:49:57.9513286Z,,False,,"Yeah, I noticed that too — glad it's not just me.",29,,#1415904165,dfaf2840-f013-49d8-a618-6afc909befe5,Olena+e2@nexudus.com,2026-08-24T16:49:57.9513286Z,1418369047
1415904068,1416016786,,2026-08-24T16:49:58.6497771Z,,False,,"I can help with this, sending you a message.",30,,#1415904068,8704f903-39d9-45c5-a93c-c496f5a45a82,Olena+e2@nexudus.com,2026-08-24T16:49:58.6497771Z,1418369047
1415904166,1416016787,,2026-08-24T16:50:36.6280915Z,,False,,"Yeah, I noticed that too — glad it's not just me.",31,,#1415904166,f9bd20d0-5b53-4760-bc63-df0246780f73,Olena+e2@nexudus.com,2026-08-24T16:50:36.6280915Z,1418369047
1415904069,1416016787,,2026-08-24T16:50:37.3598292Z,,False,,"+1, would love to see this happen.",32,,#1415904069,3e78d97c-b1a7-4a18-8a70-eae598057e01,Olena+e2@nexudus.com,2026-08-24T16:50:37.3598292Z,1418369047
1415904167,1416016588,,2026-08-24T16:50:38.128815Z,,False,,Appreciate you flagging this.,33,,#1415904167,b35d2c89-e6ac-4f03-893c-d6d388ccf6ed,Olena+e2@nexudus.com,2026-08-24T16:50:38.128815Z,1418369047
1415904070,1416016589,,2026-08-24T16:50:38.8455505Z,,False,,"Yeah, I noticed that too — glad it's not just me.",34,,#1415904070,de26e683-1d70-42f5-b6e4-cd73d2810f08,Olena+e2@nexudus.com,2026-08-24T16:50:38.8455505Z,1418369047
1415904071,1416016590,,2026-08-24T16:50:39.5174104Z,,False,,"Yeah, I noticed that too — glad it's not just me.",35,,#1415904071,951b1952-c9c9-4909-909c-656ee11ac9fd,Olena+e2@nexudus.com,2026-08-24T16:50:39.5174104Z,1418369047
1415904072,1416016788,,2026-08-24T16:50:40.3149837Z,,False,,"I can help with this, sending you a message.",36,,#1415904072,397c00f1-7922-485b-a114-12407a2c3ecf,Olena+e2@nexudus.com,2026-08-24T16:50:40.3149837Z,1418369047
